Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds
0,200,0,0,0,0
1,200,50,1,0,0
1,200,46.3125,1,0,2
1,200,42.9375,1,0,0
1,154,34.875,1,0,0
1,200,46.625,1,1,0
1,200,38.625,1,0,0
1,200,42,1,1,0
1,200,42.6875,1,0,0
1,200,43.125,1,0,0
1,200,37.9375,2,0,0
1,196,42,2,0,1
1,200,39,1,1,1
1,200,42.875,1,0,0
1,192,41.5,1,1,1
1,200,39.75,1,0,0
1,200,46.0625,2,0,1
1,200,45.6875,1,1,0
1,200,39.0625,1,0,0
1,200,46.75,2,0,0
1,200,40.125,1,0,0
1,149,41.5625,1,1,1
1,200,42.875,1,0,1
1,200,47.3125,3,1,0
1,200,37.5,0,0,0
1,200,44.6875,1,0,0
1,169,35.5625,2,0,1
1,200,43.625,1,1,0
1,131,37,1,0,1
1,200,46.1875,4,0,1
1,184,40.4375,1,0,0
1,200,43.3125,1,1,0
1,200,47.9375,1,0,1
1,200,42.6875,2,1,0
1,200,47.625,2,0,0
1,200,38.875,1,1,0
1,130,36.125,1,0,0
1,69,36.6875,1,0,0
1,200,49.1875,1,0,1
1,200,41.6875,1,0,0
1,176,36,2,0,1
1,200,43.25,1,0,0
1,200,49.1875,3,0,0
1,200,43.25,1,0,0
1,161,43.8125,2,0,0
1,193,38.5625,1,0,0
1,200,42.25,1,2,0
1,200,40.5,2,0,0
1,200,48,3,0,0
1,200,40.3125,1,0,0
1,200,41.1875,1,0,0
1,200,45,1,0,0
1,106,40.625,2,0,0
1,200,46.3125,1,0,0
1,122,32.625,2,0,0
1,73,29.5625,3,0,0
1,200,43.8125,2,0,0
1,200,50,1,2,0
1,200,42.4375,1,0,0
1,90,38.0625,2,0,1
1,121,32.5625,3,0,0
1,200,45.6875,2,0,0
1,200,44.9375,1,0,0
1,200,46.6875,1,2,0
1,200,43,1,0,0
1,173,47.0625,3,0,0
1,146,37,2,0,0
1,200,42.8125,1,0,1
1,116,34.125,1,0,0
1,200,45.6875,2,2,0
1,196,47,2,0,0
1,200,40.375,1,0,0
1,146,41.125,1,0,0
1,200,43.25,1,0,0
1,106,31.625,1,0,0
1,200,42.375,1,0,1
1,177,38.25,0,1,0
1,200,43.9375,2,0,0
1,200,44.75,1,0,0
1,168,48,3,1,0
1,200,47.25,1,0,0
1,200,46.5625,2,0,0
1,200,39.75,1,1,0
1,200,47.3125,1,0,0
1,184,41.75,3,0,0
1,200,41.875,1,1,0
1,115,37.25,3,0,0
1,200,38.875,2,0,0
1,200,43.5625,1,0,0
1,200,44.9375,1,0,0
1,200,47.3125,4,0,0
1,200,42.4375,1,0,0
1,200,42.625,1,0,0
1,169,35.5625,1,0,0
1,160,35,1,1,0
1,200,42.125,1,0,0
1,101,31.3125,1,0,0
1,200,49.0625,1,0,0
1,129,38,3,1,1
1,100,36.25,1,0,0
1,200,46.4375,3,0,0
1,200,46,2,1,0
1,200,45.5625,1,0,0
1,200,41.3125,1,0,0
1,200,41.25,2,1,0
1,200,43.375,1,0,1
1,200,45.9375,1,0,0
1,162,35.125,1,0,0
1,200,49.75,3,0,0
1,200,40,1,0,0
1,200,44.5,3,0,0
1,200,42.5625,2,1,0
1,200,42.3125,2,1,0
1,200,47.125,2,0,0
1,152,34.5,1,0,0
1,200,40.375,1,0,0
1,200,42.625,1,0,1
1,200,44.625,2,1,0
1,200,45.5,2,0,0
1,200,42.5625,1,0,0
1,200,41.625,1,0,0
1,168,39.125,1,0,0
1,200,43.5,1,0,0
1,200,45.0625,3,0,0
1,200,44.8125,2,0,0
1,114,32.125,1,0,0
1,200,44.6875,1,0,0
1,148,44.125,2,0,0
1,200,43.9375,1,0,0
1,145,44.875,2,0,0
1,200,37.5625,1,0,1
1,200,41.5,1,0,0
1,200,40.1875,1,1,0
1,200,50,1,0,0
1,200,44.8125,1,2,0
1,200,45.375,2,0,1
1,200,44.6875,1,0,0
1,200,41.9375,1,0,0
1,200,41.6875,1,0,0
1,200,40.375,1,1,0
1,200,43.5,1,0,0
1,200,44.0625,3,0,0
1,41,27.5625,1,0,0
1,184,39.9375,1,0,0
1,96,43.5,2,1,0
1,200,43.3125,1,0,0
1,200,42.625,3,0,0
1,200,43.375,2,0,0
1,200,46.3125,1,0,0
1,200,48.75,2,0,0
1,184,44.3125,1,1,0
1,200,39.375,2,0,0
1,200,41.5,1,0,0
1,200,41,1,1,0
1,200,42.5,1,0,0
1,200,46.3125,1,0,0
1,200,44.9375,1,1,0
1,200,42.0625,1,1,0
1,200,44,1,0,0
1,82,30.125,1,0,0
1,200,43.75,2,0,0
1,185,42.1875,2,0,0
1,71,29.4375,1,0,0
1,200,44.5625,2,0,0
1,200,45.625,3,1,0
