Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds, Times Healed Vulnerable Ally, Times Healed Weaker Ally, Battle Length
1,109,38.625,0,1,1,0,0,19
1,200,50,0,0,0,0,0,19
1,108,38.5,0,2,0,0,0,20
1,140,42.5,0,1,0,0,0,17
1,79,34.875,0,0,0,0,0,22
1,91,36.375,0,0,1,0,0,19
1,133,41.625,0,2,1,0,0,22
1,115,39.375,2,0,0,0,0,18
1,68,33.5,0,0,0,0,0,23
1,116,39.5,0,1,0,0,0,19
1,123,40.375,0,1,0,0,0,19
1,53,31.625,2,0,0,0,0,17
1,114,39.25,2,0,0,0,0,17
1,132,41.5,0,1,0,0,0,19
1,86,35.75,0,2,0,0,0,21
1,53,31.625,0,0,2,0,0,20
1,132,41.5,0,0,0,0,0,20
1,172,46.5,0,1,0,0,0,21
1,85,35.625,0,1,0,0,0,18
1,131,41.375,0,1,0,0,0,20
1,159,44.875,0,0,0,0,0,19
1,140,42.5,0,1,0,0,0,21
1,145,43.125,0,2,0,0,0,19
1,135,41.875,0,1,1,0,0,20
1,170,46.25,0,1,0,0,0,16
1,200,50,0,0,1,0,0,18
1,185,48.125,2,0,0,1,2,18
1,67,33.375,0,1,2,0,0,19
1,69,33.625,0,1,0,0,0,20
1,71,33.875,0,0,0,0,0,17
1,131,41.375,0,0,0,0,0,17
1,99,37.375,0,1,0,0,0,21
1,137,42.125,0,1,0,0,0,17
1,109,38.625,0,0,0,0,0,18
1,54,31.75,0,0,0,0,0,18
1,164,45.5,0,1,1,0,0,19
1,92,36.5,0,0,0,0,0,20
1,110,38.75,0,0,0,0,0,16
1,181,47.625,0,0,0,0,0,19
1,200,50,0,0,1,0,0,22
1,51,31.375,1,1,1,0,0,16
1,101,37.625,0,0,0,0,0,17
1,163,45.375,0,2,0,0,0,16
1,38,29.75,0,0,0,0,0,18
1,141,42.625,0,0,0,0,0,20
1,69,33.625,0,0,0,0,0,20
1,112,39,0,0,0,0,0,14
1,200,50,0,1,1,0,0,23
1,116,39.5,0,0,0,0,0,15
1,184,48,0,0,1,0,0,15
1,184,48,0,0,0,0,0,19
1,184,48,0,0,0,0,0,23
1,99,37.375,0,1,0,0,0,20
1,125,40.625,0,1,0,0,0,15
1,200,50,0,1,1,0,0,19
1,85,35.625,0,0,0,0,0,16
1,200,50,0,1,0,0,0,15
1,200,50,0,0,0,0,0,17
1,117,39.625,0,1,0,0,0,18
1,125,40.625,2,1,1,0,0,18
1,184,48,0,0,0,0,0,20
1,131,41.375,0,0,1,0,0,18
1,128,41,0,0,1,0,0,20
1,200,50,0,1,0,0,0,21
1,56,32,0,1,1,0,0,19
1,127,40.875,0,0,0,0,0,17
1,154,44.25,0,0,0,0,0,16
1,164,45.5,0,1,0,0,0,17
1,185,48.125,0,0,0,0,0,18
1,163,45.375,0,0,0,0,0,16
1,85,35.625,0,0,0,0,0,20
1,187,48.375,0,0,0,0,0,16
1,200,50,0,2,0,0,0,17
1,155,44.375,0,2,0,0,0,19
1,200,50,0,1,0,0,0,16
1,63,32.875,0,0,1,0,0,20
1,62,32.75,0,0,1,0,0,20
1,115,39.375,0,1,0,0,0,18
1,94,36.75,0,1,0,0,0,17
1,184,48,0,0,0,0,0,19
1,111,38.875,0,0,0,0,0,19
1,84,35.5,1,0,0,0,0,21
1,200,50,0,1,0,0,0,14
1,115,39.375,0,1,0,0,0,18
1,61,32.625,0,0,1,0,0,21
1,40,30,0,1,0,0,0,20
1,70,33.75,0,2,1,0,0,20
1,98,37.25,0,0,1,0,0,17
1,106,38.25,1,0,0,0,0,17
1,141,42.625,1,2,0,0,0,17
1,200,50,1,1,0,0,0,18
1,91,36.375,0,0,0,0,0,21
1,200,50,0,1,0,0,0,20
1,73,34.125,0,0,0,0,0,15
1,24,28,0,0,0,0,0,21
1,200,50,0,1,1,0,0,19
1,200,50,0,1,1,0,0,19
1,130,41.25,0,0,1,0,0,15
1,147,43.375,0,1,0,0,0,15
1,120,40,0,2,1,0,0,17
1,184,48,0,0,0,0,0,17
1,54,31.75,0,0,0,0,0,19
1,117,39.625,0,0,0,0,0,18
1,56,32,2,0,1,0,0,19
1,106,38.25,0,1,0,0,0,21
1,149,43.625,0,0,0,0,0,19
1,69,33.625,1,1,0,0,0,20
1,61,32.625,0,0,0,0,0,21
1,71,33.875,0,0,0,0,0,17
1,193,49.125,0,1,0,0,0,21
1,200,50,0,1,0,0,0,21
1,200,50,0,1,0,0,0,17
1,116,39.5,2,0,0,0,0,18
1,200,50,0,0,0,0,0,16
1,194,49.25,0,0,0,0,0,19
1,200,50,0,1,0,0,0,18
1,200,50,0,2,1,0,0,22
1,141,42.625,4,2,0,0,0,19
1,85,35.625,0,1,0,0,0,18
1,200,50,0,1,1,0,0,17
1,117,39.625,0,1,0,0,0,18
1,54,31.75,0,1,0,0,0,19
1,54,31.75,2,2,0,0,0,22
1,103,37.875,0,0,0,0,0,18
1,189,48.625,0,1,0,0,0,19
1,200,50,0,0,0,0,0,20
1,200,50,0,1,0,0,0,15
1,147,43.375,0,0,0,0,0,19
1,200,50,0,1,0,0,0,24
1,154,44.25,0,0,0,0,0,18
1,99,37.375,0,1,0,0,0,20
1,157,44.625,0,1,0,0,0,17
1,157,44.625,1,0,0,0,0,16
1,101,37.625,0,0,0,0,0,20
1,125,40.625,0,1,0,0,0,18
1,170,46.25,0,1,1,0,0,17
1,102,37.75,0,0,0,0,0,19
