Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds, Times Healed Vulnerable Ally, Times Healed Weaker Ally, Battle Length
0,0,7.8125,0,0,0,0,0,28
1,15,26.875,0,1,0,0,0,26
0,0,21.1875,0,0,1,0,0,50
0,0,25,0,0,0,0,0,46
0,0,21.625,0,0,0,0,0,45
0,0,3.125,0,0,0,0,0,29
1,1,25.125,0,0,0,0,0,22
0,0,21.125,0,0,1,0,0,40
0,0,17.375,0,0,0,0,0,27
0,0,6.6875,0,0,0,0,0,30
0,0,25,0,0,1,0,0,38
0,0,17.6875,0,0,0,0,0,37
0,0,3.875,0,0,0,0,0,24
0,0,7.0625,0,0,0,0,0,38
0,0,5.25,0,0,1,0,0,32
0,0,25,0,0,0,0,0,43
0,0,18.6875,0,0,0,0,0,45
0,0,6.75,0,0,0,0,0,27
0,0,8.3125,1,0,0,0,0,23
0,0,25,0,0,0,0,0,39
1,88,36,0,0,0,0,0,22
1,93,36.625,0,1,1,0,0,24
0,0,16,0,0,1,0,0,24
0,0,7.8125,0,0,0,0,0,23
0,0,25,0,0,0,0,0,22
0,0,16.5,0,0,0,0,0,41
0,0,3.25,0,0,0,0,0,27
0,0,23.3125,1,1,0,0,0,45
0,0,21.3125,0,0,0,0,0,54
0,0,2.125,0,0,0,0,0,26
0,0,21,0,0,0,0,0,38
0,0,14.4375,0,1,0,0,0,57
1,16,27,0,0,0,0,0,23
0,0,19.1875,0,1,0,0,0,36
1,90,36.25,0,0,1,0,0,24
0,0,25,0,1,1,0,0,50
0,0,23.25,0,0,0,0,0,54
1,11,26.375,1,0,0,0,0,26
0,0,9.4375,0,1,0,0,0,32
0,0,25,0,0,1,0,0,46
0,0,22.8125,0,2,1,0,0,43
0,0,3.8125,0,0,0,0,0,35
0,0,3.5,0,0,0,0,0,20
0,0,7.9375,0,1,0,0,0,36
0,0,22.6875,0,0,0,0,0,54
0,0,22.25,1,0,0,0,0,41
0,0,9.8125,0,0,0,0,0,36
0,0,5.4375,0,0,0,0,0,30
0,0,6.6875,0,0,0,0,0,25
0,0,1.5,0,0,0,0,0,30
0,0,1.125,0,1,1,0,0,45
0,0,3.125,0,1,2,0,0,31
0,0,25,0,1,1,0,0,48
0,0,10.9375,0,0,0,0,0,28
0,0,4.9375,0,0,0,0,0,26
0,0,11.125,0,0,0,0,0,28
0,0,8,0,1,0,0,0,46
0,0,25,1,0,1,0,0,23
0,0,14.75,0,1,0,0,0,38
0,0,7.125,0,1,0,0,0,36
0,0,25,0,0,0,0,0,42
0,0,9.625,0,1,0,0,0,41
0,0,25,0,0,0,0,0,50
1,7,25.875,0,2,0,0,0,26
0,0,9.875,0,0,0,0,0,32
1,21,27.625,0,0,0,0,0,24
0,0,6.375,0,1,0,0,0,28
1,33,29.125,0,0,0,0,0,34
0,0,19.4375,1,0,0,0,0,62
0,0,22.8125,0,0,0,0,0,46
0,0,11.5,0,1,0,0,0,28
0,0,25,0,0,0,0,0,41
0,0,3.875,0,0,0,0,0,27
0,0,25,0,0,0,0,0,41
0,0,8.25,0,1,0,0,0,23
0,0,17.75,0,0,0,0,0,38
1,87,35.875,0,0,1,0,0,22
0,0,1.6875,0,0,0,0,0,28
0,0,25,0,0,0,0,0,31
0,0,7.1875,0,0,0,0,0,27
0,0,23,0,0,0,0,0,45
0,0,18.0625,0,0,0,0,0,46
0,0,25,0,0,0,0,0,35
1,113,39.125,1,1,0,0,0,22
0,0,25,0,1,0,0,0,42
0,0,6.9375,0,0,0,0,0,34
0,0,11.8125,0,0,0,0,0,23
0,0,5.8125,0,0,0,0,0,22
0,0,16.625,0,1,0,0,0,38
0,0,19.875,0,1,0,0,0,39
0,0,11.875,0,0,0,0,0,36
0,0,25,0,0,0,0,0,42
0,0,25,0,0,0,0,0,45
1,32,29,0,0,0,0,0,22
0,0,23,0,0,1,0,0,40
0,0,2.75,0,0,0,0,0,22
0,0,5.8125,0,2,1,0,0,27
