Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds, Times Healed Vulnerable Ally, Times Healed Weaker Ally, Battle Length
0,0,12,0,0,0,0,0,20
1,164,45.5,0,1,0,0,0,31
1,96,37,0,2,0,0,0,32
1,91,36.375,0,1,0,0,0,27
0,0,25,0,0,0,0,0,47
0,0,25,0,0,0,0,0,35
1,98,37.25,2,0,1,0,0,26
0,0,22.4375,0,1,1,0,0,38
0,0,25,0,0,0,0,0,37
0,0,25,0,0,0,0,0,39
1,169,46.125,0,1,0,0,0,33
0,0,22.875,0,1,0,0,0,45
0,0,21.0625,0,0,0,0,0,37
1,102,37.75,0,0,1,0,0,43
0,0,10.375,0,0,0,0,0,23
1,95,36.875,0,0,0,0,0,39
0,0,25,0,0,1,0,0,41
0,0,22.0625,0,0,0,0,0,37
1,48,31,0,0,0,0,0,23
0,0,25,0,0,1,0,0,34
0,0,25,0,0,0,0,0,40
1,91,36.375,0,0,0,0,0,40
0,0,25,0,0,0,0,0,36
0,0,8.1875,0,1,0,0,0,20
0,0,10.375,0,0,0,0,0,25
0,0,18.1875,0,0,0,0,0,32
1,91,36.375,0,1,0,0,0,19
0,0,13.4375,0,0,0,0,0,21
0,0,14.8125,0,1,0,0,0,24
1,55,31.875,0,1,1,0,0,29
0,0,10.1875,0,0,0,0,0,20
0,0,25,0,1,0,0,0,26
0,0,25,0,0,0,0,0,39
0,0,25,0,0,0,0,0,44
0,0,19.875,0,0,0,0,0,41
1,200,50,0,0,0,0,0,22
0,0,12.8125,0,1,1,0,0,22
1,196,49.5,0,1,0,0,0,27
1,3,25.375,0,1,0,0,0,24
0,0,25,0,0,0,0,0,39
1,16,27,0,1,0,0,0,25
0,0,25,0,0,0,0,0,32
0,0,15.125,0,0,0,0,0,23
0,0,10.375,0,0,0,0,0,27
1,200,50,0,0,0,0,0,24
0,0,25,0,0,0,0,0,32
0,0,23.8125,0,0,0,0,0,42
1,141,42.625,0,2,0,0,0,25
0,0,10.75,0,2,0,0,0,20
0,0,24.625,0,1,0,0,0,37
1,73,34.125,1,0,2,0,0,22
0,0,9.999999,0,0,0,0,0,29
1,95,36.875,0,0,1,0,0,23
0,0,25,0,1,0,0,0,26
0,0,25,0,0,0,0,0,33
0,0,25,0,0,0,0,0,40
1,164,45.5,0,1,0,0,0,25
0,0,10.5625,0,0,0,0,0,23
0,0,22.75,0,0,0,0,0,52
1,200,50,0,0,0,0,0,27
0,0,25,0,0,1,0,0,39
1,13,26.625,1,2,0,0,0,30
1,64,33,0,0,0,0,0,32
0,0,21.9375,0,0,0,0,0,42
1,31,28.875,0,2,0,0,0,26
0,0,25,0,0,0,0,0,46
0,0,15.5,0,0,0,0,0,24
0,0,25,0,1,0,0,0,40
0,0,24.5625,0,1,0,0,0,42
1,150,43.75,0,2,0,0,0,31
0,0,25,0,2,0,0,0,34
0,0,24.75,0,0,1,0,0,43
1,62,32.75,0,0,0,0,0,39
0,0,25,0,1,0,0,0,32
1,192,49,0,1,0,0,0,26
1,185,48.125,0,0,0,0,0,29
0,0,22.0625,0,1,0,0,0,37
1,92,36.5,0,0,0,0,0,39
0,0,24.75,1,0,0,1,0,45
0,0,20.625,0,0,1,0,0,35
1,107,38.375,0,0,0,0,0,37
0,0,10.125,0,0,0,0,0,27
0,0,16.5,0,1,0,0,0,37
0,0,9.375,0,1,0,0,0,23
0,0,24.0625,0,0,0,0,0,38
1,185,48.125,0,0,1,0,0,27
0,0,25,0,1,0,0,0,37
0,0,10.5,1,0,0,0,0,21
0,0,8.8125,0,0,0,0,0,25
1,116,39.5,0,0,0,0,0,30
0,0,18.5,0,0,0,0,0,41
0,0,25,0,0,1,0,0,44
1,58,32.25,0,1,0,0,0,25
0,0,25,0,0,0,0,0,39
0,0,25,0,0,0,0,0,31
0,0,10.375,0,1,1,0,0,30
0,0,25,0,0,0,0,0,35
0,0,25,0,0,0,0,0,32
0,0,18.625,0,0,0,0,0,27
1,141,42.625,0,0,0,0,0,28
1,94,36.75,0,0,0,0,0,32
0,0,19,0,0,0,0,0,28
1,91,36.375,0,1,0,0,0,51
1,156,44.5,0,0,0,0,0,21
0,0,25,0,0,0,0,0,24
0,0,22.5625,0,1,0,0,0,33
0,0,14.25,0,0,0,0,0,24
1,136,42,0,0,0,0,0,32
0,0,23.75,0,0,0,0,0,39
0,0,13.25,0,0,0,0,0,28
0,0,24.875,0,1,0,0,0,43
1,20,27.5,2,1,0,0,0,25
0,0,24.9375,0,0,0,0,0,62
1,171,46.375,0,0,1,0,0,25
1,94,36.75,0,1,0,0,0,22
0,0,25,0,1,0,0,0,56
0,0,15.1875,0,0,0,0,0,32
0,0,19.5625,0,0,0,0,0,37
0,0,15.4375,0,0,0,0,0,20
1,26,28.25,0,1,1,0,0,23
1,93,36.625,0,0,0,0,0,22
1,20,27.5,0,1,3,0,0,24
1,60,32.5,0,1,0,0,0,24
1,15,26.875,2,0,0,0,0,34
1,161,45.125,0,0,0,0,0,28
0,0,25,0,0,0,0,0,38
0,0,25,0,1,0,0,0,41
0,0,20.375,0,0,0,0,0,36
0,0,25,0,0,0,0,0,37
1,151,43.875,0,0,0,0,0,29
0,0,10.5,0,0,0,0,0,19
1,76,34.5,0,1,1,0,0,29
1,115,39.375,0,0,0,0,0,34
1,38,29.75,0,0,0,0,0,35
0,0,17.5625,0,0,1,0,0,33
0,0,10.8125,0,0,1,0,0,31
0,0,15.375,0,0,0,0,0,23
0,0,17.375,0,0,0,0,0,28
0,0,11.375,0,0,0,0,0,21
0,0,15.8125,0,0,0,0,0,27
1,173,46.625,0,1,1,0,0,27
1,200,50,1,0,0,1,1,26
1,156,44.5,0,0,0,0,0,36
0,0,25,0,1,0,0,0,27
0,0,15.1875,0,0,0,0,0,26
0,0,25,0,0,1,0,0,40
1,64,33,1,2,0,0,0,23
1,163,45.375,0,0,3,0,0,32
1,168,46,0,0,1,0,0,29
0,0,11.5625,0,1,1,0,0,21
1,42,30.25,0,0,0,0,0,35
0,0,9.1875,0,1,0,0,0,19
0,0,25,0,0,0,0,0,44
0,0,21.9375,0,0,0,0,0,36
0,0,23.875,0,0,0,0,0,37
0,0,25,0,0,0,0,0,33
0,0,25,0,0,1,0,0,26
0,0,6.125,0,1,1,0,0,29
0,0,16.8125,0,1,1,0,0,28
0,0,15.6875,0,0,0,0,0,29
0,0,21.0625,0,0,0,0,0,37
1,151,43.875,0,1,0,0,0,35
1,26,28.25,0,1,0,0,0,26
0,0,25,1,1,0,0,0,29
0,0,22.125,0,0,0,0,0,34
0,0,25,0,0,0,0,0,27
1,81,35.125,0,0,0,0,0,34
0,0,25,0,1,0,0,0,43
1,200,50,0,0,0,0,0,33
0,0,25,1,0,0,0,0,32
0,0,9.125,0,1,0,0,0,20
0,0,24.3125,0,0,0,0,0,44
1,117,39.625,0,0,0,0,0,23
0,0,8.6875,0,0,0,0,0,19
1,200,50,0,0,0,0,0,29
1,200,50,0,1,0,0,0,26
0,0,12.3125,0,0,1,0,0,22
0,0,25,0,0,0,0,0,34
0,0,15.9375,0,0,0,0,0,30
1,62,32.75,0,0,0,0,0,42
1,48,31,2,0,0,0,0,30
0,0,14.125,0,0,0,0,0,28
0,0,25,0,0,0,0,0,39
0,0,13.875,0,1,0,0,0,26
0,0,11.1875,0,0,1,0,0,25
0,0,13.0625,0,0,0,0,0,27
0,0,7.75,0,0,0,0,0,19
0,0,10.1875,0,2,0,0,0,23
0,0,19.1875,0,0,0,0,0,34
1,7,25.875,1,0,1,1,0,28
0,0,25,0,1,0,0,0,34
0,0,22.4375,0,0,0,0,0,42
0,0,25,0,0,0,0,0,39
1,184,48,0,0,0,0,0,25
0,0,25,0,0,1,0,0,34
1,68,33.5,0,1,0,0,0,25
0,0,14.0625,0,0,0,0,0,22
1,50,31.25,0,0,0,0,0,38
0,0,13.125,0,0,0,0,0,26
0,0,10.75,0,0,0,0,0,30
1,118,39.75,0,0,0,0,0,35
0,0,23.125,0,1,1,0,0,40
0,0,17.375,0,0,0,0,0,34
1,52,31.5,0,1,1,0,0,23
0,0,13.625,0,0,0,0,0,23
0,0,21.375,0,0,0,0,0,37
0,0,10.25,0,1,0,0,0,18
1,4,25.5,0,0,1,0,0,24
0,0,25,0,0,0,0,0,41
0,0,25,0,0,0,0,0,35
0,0,23.8125,1,0,1,1,0,41
0,0,18.4375,0,1,0,0,0,33
0,0,25,1,0,0,0,0,29
0,0,15.9375,0,0,0,0,0,24
0,0,25,0,0,0,0,0,26
0,0,17.25,0,0,0,0,0,27
1,123,40.375,0,0,0,0,0,33
0,0,25,0,0,1,0,0,40
0,0,11.75,0,0,0,0,0,22
0,0,18,0,0,0,0,0,36
1,185,48.125,0,1,0,0,0,31
0,0,25,0,0,0,0,0,38
0,0,13.125,0,0,0,0,0,24
0,0,15.125,0,0,0,0,0,31
0,0,25,0,0,1,0,0,26
0,0,24.0625,0,0,0,0,0,43
0,0,6.6875,0,0,0,0,0,21
0,0,13.75,0,0,0,0,0,21
1,21,27.625,0,0,0,0,0,28
1,75,34.375,0,0,0,0,0,42
0,0,25,0,0,0,0,0,28
1,59,32.375,0,1,0,0,0,37
1,53,31.625,0,1,0,0,0,30
0,0,16.9375,0,0,0,0,0,26
0,0,25,0,1,0,0,0,42
0,0,25,0,0,0,0,0,44
0,0,25,0,0,0,0,0,45
0,0,14.1875,0,0,0,0,0,23
1,101,37.625,0,1,0,0,0,29
1,74,34.25,0,0,0,0,0,39
0,0,25,0,0,0,0,0,47
0,0,25,0,0,0,0,0,41
0,0,25,0,1,0,0,0,39
1,200,50,0,1,0,0,0,22
0,0,18.625,0,0,0,0,0,26
0,0,16.4375,1,0,0,0,0,26
0,0,25,0,1,0,0,0,29
0,0,25,0,0,1,0,0,43
0,0,9.1875,0,0,0,0,0,26
1,83,35.375,0,1,0,0,0,25
0,0,13.375,0,1,1,0,0,19
1,148,43.5,0,0,0,0,0,36
1,200,50,0,0,0,0,0,30
0,0,25,0,0,0,0,0,29
1,41,30.125,0,1,0,0,0,34
0,0,25,0,0,0,0,0,35
0,0,8.875,0,0,0,0,0,19
1,54,31.75,0,0,0,0,0,46
0,0,21.3125,0,1,0,0,0,41
0,0,21.375,0,0,0,0,0,39
0,0,25,0,0,0,0,0,27
0,0,24.6875,0,0,0,0,0,35
1,88,36,0,0,0,0,0,35
0,0,25,0,0,0,0,0,39
0,0,18.9375,0,0,0,0,0,40
0,0,25,0,0,0,0,0,41
0,0,11.6875,0,0,0,0,0,23
0,0,24.0625,0,0,0,0,0,44
1,185,48.125,0,0,0,0,0,25
1,200,50,0,0,0,0,0,31
1,90,36.25,0,1,1,0,0,35
0,0,11.875,0,0,0,0,0,25
0,0,20.0625,0,0,0,0,0,36
0,0,13.375,0,0,0,0,0,29
0,0,24.5625,0,0,0,0,0,35
1,161,45.125,0,2,0,0,0,25
0,0,18.5,0,0,0,0,0,34
0,0,9.5,0,0,0,0,0,26
1,10,26.25,1,0,0,0,0,25
0,0,25,0,0,0,0,0,35
1,41,30.125,0,0,0,0,0,42
1,112,39,0,0,0,0,0,31
1,200,50,0,0,2,0,0,25
0,0,14.0625,0,0,0,0,0,24
0,0,25,0,0,0,0,0,29
1,94,36.75,0,1,0,0,0,18
0,0,12,0,1,0,0,0,19
0,0,13.0625,0,0,0,0,0,21
1,86,35.75,0,0,0,0,0,38
0,0,8.75,0,0,0,0,0,26
0,0,8.75,0,0,0,0,0,22
1,24,28,0,0,0,0,0,48
1,200,50,0,0,0,0,0,24
1,88,36,1,1,0,0,0,24
0,0,10.0625,0,0,0,0,0,22
1,83,35.375,0,0,0,0,0,42
0,0,11.75,0,0,0,0,0,21
0,0,14.75,0,0,0,0,0,23
1,200,50,0,0,0,0,0,26
0,0,14.375,0,0,0,0,0,24
0,0,21.4375,0,1,0,0,0,36
1,143,42.875,0,1,0,0,0,27
0,0,15,0,0,0,0,0,23
1,96,37,0,1,1,0,0,28
0,0,9.375,0,0,0,0,0,21
1,10,26.25,0,0,0,0,0,48
0,0,25,0,0,0,0,0,44
1,42,30.25,0,0,2,0,0,46
0,0,25,0,0,0,0,0,38
0,0,21.1875,0,0,0,0,0,36
0,0,12.5,0,0,0,0,0,27
0,0,7.125,0,0,0,0,0,18
0,0,25,0,1,0,0,0,36
1,139,42.375,0,0,0,0,0,39
0,0,25,0,0,0,0,0,37
1,72,34,0,0,1,0,0,25
0,0,21.5625,0,0,0,0,0,34
0,0,25,0,1,0,0,0,37
0,0,19.1875,0,0,1,0,0,36
0,0,25,0,0,1,0,0,39
1,185,48.125,0,0,0,0,0,31
1,16,27,0,0,3,0,0,29
0,0,25,0,0,0,0,0,44
0,0,25,0,0,0,0,0,40
0,0,11.0625,0,0,0,0,0,21
1,45,30.625,0,0,1,0,0,26
0,0,7.375,0,0,0,0,0,24
1,125,40.625,0,1,0,0,0,27
0,0,23.875,0,0,0,0,0,47
0,0,20.9375,0,0,0,0,0,43
0,0,14.1875,0,0,0,0,0,24
0,0,25,0,0,0,0,0,28
1,72,34,0,0,2,0,0,23
0,0,25,0,1,0,0,0,28
0,0,25,0,0,0,0,0,27
0,0,7.25,0,0,0,0,0,26
