Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds, Times Healed Vulnerable Ally, Times Healed Weaker Ally, Battle Length
1,200,44.625,0,0,0,0,0,29
1,161,42.4375,1,0,0,1,0,22
1,200,47.375,2,0,0,2,1,30
1,111,36.75,0,0,0,0,0,20
1,176,38.25,2,2,0,2,1,27
1,128,43.375,0,1,0,0,0,22
1,49,40.5625,3,0,1,0,0,28
1,147,46.6875,2,0,0,1,0,18
1,15,36.75,3,2,0,2,0,29
1,184,41.875,0,1,0,0,0,28
1,163,39.0625,0,0,0,0,0,20
1,118,43.875,0,0,0,0,0,24
1,137,33.5625,2,1,0,1,1,28
1,200,39.625,1,0,0,1,1,23
1,162,47.375,2,0,0,2,1,21
1,200,45.6875,0,1,0,0,0,22
1,169,48.0625,1,1,0,0,0,23
1,173,45.9375,0,0,0,0,0,23
1,91,43.1875,3,0,0,1,0,26
1,200,45.4375,3,0,0,3,3,28
1,175,37.6875,1,2,1,1,1,21
1,90,32.625,1,1,0,1,1,22
1,160,41.25,1,1,0,1,0,27
1,103,43.6875,1,1,0,0,0,26
1,69,38.375,0,3,0,0,0,19
1,200,43.5625,1,2,1,1,0,19
1,6,36.375,0,1,0,0,0,20
1,171,43.6875,2,1,0,1,0,28
1,129,40.9375,1,0,0,1,0,20
1,82,41.1875,0,0,0,0,0,22
1,0,33.4375,0,1,0,0,0,30
1,184,48.75,4,0,1,4,3,28
1,200,44.125,2,0,0,1,2,22
1,108,40.0625,0,0,0,0,0,29
1,176,38.875,1,1,2,1,1,24
1,200,42.25,0,2,0,0,0,20
1,200,41.5,2,0,0,2,2,24
1,148,43.875,1,1,0,1,0,23
1,104,40.5625,0,0,0,0,0,20
1,157,34.8125,0,0,0,0,0,26
1,200,47.3125,1,1,1,1,0,26
1,0,34.1875,0,1,0,0,0,25
1,115,44.25,1,2,0,0,0,21
1,180,42.8125,1,1,0,1,1,22
1,148,46.75,1,1,0,1,0,24
1,162,41.6875,1,0,0,1,1,21
1,98,43.625,5,1,0,1,1,26
1,170,44.8125,1,0,0,0,0,21
1,28,37.875,2,1,0,1,0,23
1,165,39.0625,0,1,0,0,0,20
1,200,37.875,1,0,0,1,1,25
1,177,42.875,1,0,0,1,0,28
1,148,44.5,2,1,0,2,0,28
1,184,37.5625,2,0,1,2,2,27
1,185,39.875,0,1,0,0,0,25
1,132,45.75,4,2,0,3,0,24
1,47,39.9375,2,0,0,0,0,27
1,78,35.5,0,1,0,0,0,26
1,162,44.5,3,0,0,3,1,21
1,200,44,0,0,0,0,0,26
1,169,48.0625,2,2,1,1,0,21
1,57,39.9375,2,1,0,1,0,25
1,197,43,0,0,0,0,0,27
1,160,35.5625,0,0,0,0,0,22
1,101,41.5625,1,0,0,0,0,24
1,131,39.75,0,1,0,0,0,27
1,83,30.1875,1,2,0,1,0,22
1,200,47.125,2,0,0,1,1,27
1,42,35.3125,0,1,0,0,0,22
1,88,42.0625,3,0,0,1,2,33
1,160,43.125,1,1,0,1,0,21
1,200,50,4,1,1,1,4,28
1,60,36.75,2,1,0,2,1,25
1,101,42.5625,2,2,1,1,1,28
1,44,39.5625,1,1,0,1,0,20
1,0,36.75,1,0,0,0,0,28
1,74,36.1875,0,0,0,0,0,21
1,146,45.25,3,1,0,1,0,29
1,52,39.8125,1,1,0,0,0,23
1,0,30.6875,0,2,0,0,0,27
1,184,37.5,1,0,0,1,1,24
1,78,33.625,0,0,0,0,0,20
1,87,41,0,0,0,0,0,22
1,126,38.9375,0,1,0,0,0,22
1,65,41.5625,3,2,0,0,0,28
1,91,41.0625,0,1,0,0,0,23
1,155,42,2,1,0,2,0,25
1,200,40.75,0,0,0,0,0,21
1,123,44.9375,3,0,0,1,0,18
1,147,43.5625,3,1,0,3,1,26
1,51,34.5625,1,2,0,1,0,20
1,172,44.5,0,0,0,0,0,22
1,147,45.8125,3,1,1,2,1,21
1,44,39.25,0,2,0,0,0,17
1,0,35.5625,0,1,0,0,0,23
1,200,41.6875,2,1,1,2,2,26
1,151,42.625,2,0,0,2,1,26
1,0,36.5,3,1,0,0,0,26
1,153,43.1875,1,0,0,1,0,21
1,200,39.5625,2,1,1,2,0,23
1,153,44.25,2,2,0,2,2,19
1,170,42.9375,0,2,0,0,0,21
1,184,41.5,0,0,0,0,0,24
1,200,47.3125,1,0,1,0,1,29
1,200,46.125,1,1,1,0,1,24
1,169,35.625,1,0,0,1,0,25
1,138,45.625,2,0,0,0,0,22
1,140,39.0625,0,2,0,0,0,20
1,94,42.125,2,1,1,2,0,22
1,56,41,4,0,0,2,0,22
1,155,47.1875,3,1,0,1,0,24
1,120,45,1,1,0,0,0,18
1,166,47.5,1,1,0,0,0,23
1,50,40.625,0,0,0,0,0,23
1,169,48.0625,1,1,1,0,0,22
1,63,41.4375,2,1,0,0,0,27
1,14,38.375,4,1,0,0,0,26
1,81,39.5625,0,1,0,0,0,29
1,184,41.1875,1,0,0,1,0,23
1,91,42.9375,3,3,0,3,0,23
1,29,39.3125,1,2,1,0,0,23
1,103,31.4375,0,1,0,0,0,29
1,200,48.6875,2,0,0,1,2,25
1,137,40.3125,1,0,0,1,0,27
1,196,38.9375,1,0,0,1,0,20
1,200,47.5625,3,1,0,2,1,21
1,97,42.5625,1,1,0,0,0,28
1,122,41.375,1,0,0,1,1,18
1,46,40.375,0,0,0,0,0,19
1,200,44.1875,1,0,0,1,1,21
1,64,40.5625,0,0,0,0,0,18
1,128,40.3125,2,1,2,2,0,24
1,0,25.8125,0,0,0,0,0,26
1,200,44.625,2,0,0,2,1,20
1,86,42.875,0,0,0,0,0,23
1,52,39.25,0,1,0,0,0,24
1,136,33.5,1,0,0,1,1,32
1,200,43.625,0,1,0,0,0,25
1,8,37,0,1,0,0,0,33
1,77,41.375,1,0,0,1,0,25
1,89,39.25,1,1,0,1,1,26
1,168,48,2,1,0,0,0,24
1,16,31.625,0,1,0,0,0,22
1,196,49.75,0,0,0,0,0,25
1,91,43.1875,0,0,0,0,0,28
1,200,43.0625,1,0,0,1,1,24
1,122,38.1875,0,2,0,0,0,20
1,103,43.9375,3,0,1,0,0,25
1,123,41.1875,0,0,0,0,0,18
1,137,40.0625,1,0,0,1,1,19
1,171,40.1875,0,0,0,0,0,23
1,0,35.75,2,0,0,1,0,21
1,120,41.625,1,0,0,1,0,25
1,116,37.9375,1,0,0,1,1,22
1,147,38.875,1,1,1,1,0,27
